periodFullName,isProcessed,fileName,Velocity_Band_6_Total_Duration,Velocity_Band_6_Total_Distance,Velocity_Band_5_Total_Duration,Velocity_Band_5_Total_Distance,Velocity_Band_4_Total_Duration,Velocity_Band_4_Total_Distance,Velocity_Band_3_Total_Duration,Velocity_Band_3_Total_Distance,Velocity_Band_2_Total_Duration,Velocity_Band_2_Total_Distance,Velocity_Band_1_Total_Duration,Velocity_Band_1_Total_Distance,Veld_grootte,Total_Duration,Total_Distance,Team_id,TableRow_skey,Start_Time,Soort_training,Session_Count,Remark3,Remark2,Remark,Player_id,Period_Number,Period_Name,Mean_Heart_Rate,Maximum_Velocity,Maximum_Heart_Rate,LoadDateTime,IMA_Jump_Count_Med_Band,IMA_Jump_Count_Low_Band,IMA_Jump_Count_High_Band,IMA_Dive_Intensity_Band_8_Right_Count,IMA_Dive_Intensity_Band_8_Left_Count,IMA_Dive_Intensity_Band_7_Right_Count,IMA_Dive_Intensity_Band_7_Left_Count,IMA_Dive_Intensity_Band_6_Right_Count,IMA_Dive_Intensity_Band_6_Left_Count,IMA_Dive_Intensity_Band_5_Right_Count,IMA_Dive_Intensity_Band_5_Left_Count,IMA_Dive_Intensity_Band_4_Right_Count,IMA_Dive_Intensity_Band_4_Left_Count,IMA_Dive_Intensity_Band_3_Right_Return_Band_3_Count,IMA_Dive_Intensity_Band_3_Right_Return_Band_2_Count,IMA_Dive_Intensity_Band_3_Right_Return_Band_1_Count,IMA_Dive_Intensity_Band_3_Right_Count,IMA_Dive_Intensity_Band_3_Left_Return_Band_3_Count,IMA_Dive_Intensity_Band_3_Left_Return_Band_2_Count,IMA_Dive_Intensity_Band_3_Left_Return_Band_1_Count,IMA_Dive_Intensity_Band_3_Left_Count,IMA_Dive_Intensity_Band_2_Right_Return_Band_3_Count,IMA_Dive_Intensity_Band_2_Right_Return_Band_2_Count,IMA_Dive_Intensity_Band_2_Right_Return_Band_1_Count,IMA_Dive_Intensity_Band_2_Right_Count,IMA_Dive_Intensity_Band_2_Left_Return_Band_3_Count,IMA_Dive_Intensity_Band_2_Left_Return_Band_2_Count,IMA_Dive_Intensity_Band_2_Left_Return_Band_1_Count,IMA_Dive_Intensity_Band_2_Left_Count,IMA_Dive_Intensity_Band_1_Right_Return_Band_3_Count,IMA_Dive_Intensity_Band_1_Right_Return_Band_2_Count,IMA_Dive_Intensity_Band_1_Right_Return_Band_1_Count,IMA_Dive_Intensity_Band_1_Right_Count,IMA_Dive_Intensity_Band_1_Left_Return_Band_3_Count,IMA_Dive_Intensity_Band_1_Left_Return_Band_2_Count,IMA_Dive_Intensity_Band_1_Left_Return_Band_1_Count,IMA_Dive_Intensity_Band_1_Left_Count,Heart_Rate_Index,Heart_Rate_Band_6_Total_Duration,Heart_Rate_Band_5_Total_Duration,Heart_Rate_Band_4_Total_Duration,Heart_Rate_Band_3_Total_Duration,Heart_Rate_Band_2_Total_Duration,Heart_Rate_Band_1_Total_Duration,Field_Time,ExcludeHR,Exclude,End_Time,Date,Bench_Time,AM_PM
Astrix,false,Toughjoyfax,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,169,559,7686,24,ae25bbf9-35ea-4a33-bd8a-3c9d9f57be70,15:01:56,Clothing,19,13,1,5,1036,47,partijspel,119,196,135,22:51:40,21,64,78,6,32,86,64,53,33,65,73,75,13,8,63,89,57,4,64,57,20,16,55,63,88,59,99,55,66,83,63,37,3,73,49,43,27,95,55,93,24,42,74,22,3:15:09,false,false,2:43:23,11/12/2013,771,AM
Hilda,true,Alpha,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,273,874,7741,41,59a09e81-2f5f-40c7-86eb-cd76eb793a9c,21:51:04,Movies,86,23,10,8,1353,561,duels,159,596,109,22:09:04,54,79,17,91,57,17,9,8,9,73,3,14,22,65,59,13,78,56,53,61,33,81,38,13,61,91,96,44,85,64,80,16,64,67,19,94,95,100,33,49,64,42,55,4,20:10:27,false,true,8:20:19,1/24/2015,515,PM
Darrick,false,Opela,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,253,489,5891,46,ab64810d-b2eb-4aad-8b2c-b8ab81380b5f,2:52:54,Music,20,14,14,3,587,997,w-up,130,756,144,1:49:56,25,91,15,9,21,93,96,11,22,93,31,48,57,41,63,8,45,95,72,14,70,29,7,96,9,87,56,86,71,25,89,95,41,16,76,45,69,80,98,71,87,32,13,8,20:26:56,false,true,6:42:57,8/6/2011,283,PM
Perri,true,Sonair,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,503,534,9960,33,b122e480-6013-40a7-8a5e-44fded784421,4:40:25,Beauty,78,13,12,12,2000,441,duels,155,816,162,2:38:35,92,35,42,39,67,78,55,45,88,35,45,91,85,40,23,39,21,88,86,25,84,94,47,22,98,57,73,21,85,74,97,45,21,42,83,76,25,52,8,58,99,75,45,16,3:46:59,false,true,4:58:46,4/1/2018,710,PM
Addi,false,Cardify,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,791,454,8659,4,b90e7768-dae9-4e02-ba4c-c40e60454a5d,20:10:33,Industrial,9,7,5,5,1231,211,partijspel,119,170,195,4:44:02,21,32,44,66,58,52,59,15,34,5,30,78,36,40,70,97,39,65,75,78,11,43,9,3,77,89,77,63,43,96,93,72,65,85,69,86,97,5,38,39,44,21,44,8,20:03:21,false,false,0:23:43,1/18/2013,432,AM
Karla,false,It,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,274,422,8656,16,485a3010-08ed-467f-85d9-46f754ad520b,10:43:11,Movies,45,14,24,12,89,863,4,146,200,126,0:14:39,46,76,99,23,81,37,88,96,76,65,42,66,9,37,94,48,12,55,95,6,97,43,81,53,55,100,50,81,90,39,40,88,1,15,60,74,82,64,44,47,84,43,51,58,12:01:24,true,true,2:24:45,7/9/2018,508,PM
Madelaine,false,Zathin,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,344,945,8125,30,40d8be93-5138-4c95-9a61-7b44c8b0ee8d,8:57:21,Toys,94,23,12,17,1922,409,duels,117,775,133,2:54:39,35,91,85,28,5,44,67,94,29,26,81,8,27,25,78,39,84,58,37,71,66,77,46,17,60,40,14,26,95,22,87,13,46,29,32,4,76,62,60,93,35,76,43,40,11:10:56,false,false,20:03:37,12/6/2015,864,PM
Curcio,true,Voyatouch,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,313,544,4374,13,ec2d9471-37ed-45e5-a2c6-44f4cacc9403,12:43:11,Games,26,12,19,20,1195,394,7,107,702,161,6:17:55,54,90,5,50,50,6,38,23,45,81,43,66,96,79,66,36,55,55,36,52,17,79,19,64,34,69,8,99,22,33,79,57,2,27,60,46,30,62,91,52,67,3,90,11,14:53:55,true,false,15:43:31,12/17/2012,1000,AM
Francyne,true,Toughjoyfax,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,900,36,5160,39,b8dfb6c3-b608-4c11-943b-874ccdcd8c1e,22:26:35,Books,100,7,8,18,705,874,6,100,475,157,17:09:53,20,81,97,34,4,42,39,65,48,36,28,71,33,94,18,35,7,80,79,48,51,66,51,62,2,89,16,35,4,37,14,94,85,47,29,46,98,5,50,19,89,54,7,17,8:12:41,false,true,1:27:40,2/18/2018,637,PM
Arabella,false,Zamit,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,219,336,8289,40,876431dc-5da0-4c99-a987-12abb205864c,21:48:28,Health,30,16,24,11,193,668,afwerken,84,407,179,17:55:02,75,33,90,23,10,95,100,97,7,80,53,3,18,91,60,25,16,81,67,35,11,89,33,75,98,77,32,44,28,15,31,69,48,21,92,63,15,82,12,21,91,42,47,60,23:17:11,false,false,13:31:26,3/6/2020,175,PM
Janifer,true,Voyatouch,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,428,831,7565,14,ac5b86b4-f9a3-4caf-8743-d47fa3c99c97,17:49:19,Beauty,9,2,12,16,236,17,7,106,811,149,5:17:06,54,55,71,33,33,16,80,57,68,19,94,68,47,3,53,29,74,55,38,61,67,13,1,92,95,25,28,24,32,68,54,81,34,53,2,82,85,52,51,59,89,51,26,92,16:44:40,false,false,15:09:03,4/21/2010,82,PM
Zedekiah,true,Toughjoyfax,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,147,692,2223,12,52db275e-d197-496e-bd18-d0a408f05ba8,10:29:04,Games,86,25,12,8,1987,748,partijspel,154,532,152,17:55:57,67,4,91,30,92,38,10,31,22,5,95,20,62,57,51,77,37,48,100,10,49,65,70,80,50,7,25,80,26,15,50,98,30,65,18,80,91,5,7,9,41,100,18,71,17:59:43,false,false,4:59:26,12/18/2017,424,AM
Ursola,false,Span,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,437,79,3337,35,a33e22cf-1a97-44f3-a6f8-7fe6a7e1f132,5:52:24,Tools,38,9,15,14,273,418,7,137,176,218,9:42:23,100,15,95,23,62,93,91,6,7,15,52,39,54,40,55,1,66,47,55,83,76,90,92,12,97,50,69,79,86,100,45,75,92,17,10,66,28,8,77,64,82,98,63,1,3:47:15,false,true,15:08:13,8/2/2017,417,AM
Cherilyn,false,Duobam,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,874,412,4525,28,7a0a1f4a-feb2-4ccd-a5fe-f20c8b87c8d8,12:31:11,Automotive,71,7,8,14,465,589,positiespel,131,357,141,0:44:08,40,79,43,1,99,88,39,7,70,2,14,20,59,33,81,3,11,59,49,71,13,68,32,10,6,63,29,34,87,46,42,10,22,27,52,27,74,51,2,61,63,58,66,24,22:04:37,false,true,2:29:27,8/23/2014,918,AM
Cherice,true,Kanlam,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,258,968,6721,40,66900d84-c702-446d-bca1-2759a478b84e,4:51:49,Grocery,10,14,25,1,481,560,duels,130,264,115,9:03:52,51,71,71,84,95,67,21,34,24,8,39,44,55,41,69,73,17,48,43,91,34,56,79,75,94,14,36,27,93,70,10,58,61,27,8,75,43,84,16,31,2,39,24,86,23:25:01,true,true,17:30:50,3/22/2013,250,PM
Tonia,true,Zontrax,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,807,251,6968,10,eafee970-99fd-4cd6-a7d5-5fa066f0a23e,17:06:27,Garden,78,22,19,19,1627,417,4,139,943,92,8:32:19,64,50,52,3,50,56,11,37,47,89,64,19,56,32,98,95,49,86,55,19,67,48,20,67,77,52,16,9,66,29,23,61,4,75,59,36,3,78,76,23,28,23,31,81,4:39:58,false,true,20:56:00,7/19/2013,177,AM
Kaile,false,Zathin,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,29,190,4834,43,766be576-2302-4ff8-b03d-10aa724493d7,18:47:31,Outdoors,42,11,12,9,1087,165,afwerken,142,13,111,0:50:50,59,64,46,32,3,81,82,88,59,60,66,99,49,83,94,99,2,52,49,86,27,22,89,21,19,21,82,46,42,7,57,31,57,40,32,84,57,98,76,64,57,97,34,54,23:44:39,true,true,4:56:45,11/25/2017,958,AM
Vita,true,Sub-Ex,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,334,95,5574,4,97545f8a-a638-4a55-9398-e402f1679860,8:58:09,Movies,67,5,11,13,1702,802,positiespel,99,589,207,16:57:07,19,9,78,74,1,65,29,23,36,61,34,53,12,15,78,49,29,36,65,12,81,37,40,100,49,32,6,100,43,69,5,1,41,30,38,26,74,74,30,68,11,93,30,60,3:16:26,true,true,9:14:32,8/11/2013,569,AM
Rutger,true,Bamity,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,574,517,2788,27,05e42555-db21-4b90-91b7-6c38b9b1d0a3,22:19:24,Sports,23,25,19,3,227,99,positiespel,82,725,103,19:57:26,86,39,98,6,64,58,11,83,61,49,11,3,10,38,43,90,76,14,35,45,15,83,18,65,33,38,19,70,32,28,27,59,57,86,30,88,19,55,63,89,78,51,87,85,14:19:01,false,false,8:14:53,8/10/2011,352,PM
Poul,false,Fixflex,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,663,813,7742,46,3a3788a3-448f-4331-abfb-d1d122452312,9:22:28,Kids,58,11,10,7,1787,654,afwerken,111,798,87,0:54:58,90,86,28,4,6,29,8,15,23,80,95,88,17,81,7,10,44,24,31,23,8,93,25,53,66,84,2,13,32,59,74,14,47,93,14,20,1,91,86,88,99,6,6,69,17:58:41,true,false,19:11:36,4/22/2018,476,PM
Lu,true,Home Ing,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,287,241,1484,9,0fa4ce6a-ab5d-40ac-972d-213b89d9f4b2,13:18:50,Kids,41,11,16,9,1595,641,6,134,15,180,20:03:13,80,80,7,41,83,78,54,9,17,82,63,89,99,23,7,65,99,20,64,83,13,6,16,20,28,5,30,68,87,15,10,31,30,37,31,12,90,13,100,28,1,72,79,39,4:46:48,true,false,12:01:26,4/5/2015,200,PM
Happy,true,Solarbreeze,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,991,622,3613,13,be33a999-1d03-440b-9eca-9ca0a94f2394,11:56:56,Garden,79,9,3,16,63,745,7,110,175,99,5:39:50,98,83,43,81,34,40,12,29,6,32,92,17,90,28,100,96,4,58,100,59,89,32,93,1,29,67,90,97,63,79,37,78,99,21,66,97,76,56,99,56,44,77,44,79,7:51:04,true,true,0:42:17,10/5/2014,23,AM
Antonius,true,Zaam-Dox,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,150,886,7373,32,ad0d480f-1a79-4b56-bf1a-fc1bc3937215,5:58:26,Industrial,71,9,12,12,1121,424,4,121,466,173,19:33:53,44,64,61,10,12,21,41,46,55,63,93,11,56,95,82,63,59,31,66,72,91,4,95,39,67,98,2,67,16,49,14,45,54,10,98,37,66,29,77,55,70,45,14,14,20:12:00,false,false,1:46:24,4/9/2017,283,PM
Zondra,true,Stronghold,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,24,189,3113,7,d62b78d8-3484-4241-83a3-4d0e56e9488f,15:16:53,Music,38,25,20,11,862,165,6,106,290,101,20:50:10,24,22,81,57,79,9,92,86,30,75,92,13,16,18,38,65,74,93,14,61,89,25,86,22,52,38,11,28,7,8,97,28,17,1,78,3,41,78,39,76,98,77,97,51,0:43:58,false,true,2:40:56,12/13/2019,187,PM
Sayers,false,It,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,45,797,2932,13,64d852ee-54ab-452a-9936-5fbc1e942cd5,3:33:12,Baby,11,3,21,11,769,145,4,100,874,191,5:05:44,51,30,54,88,81,18,19,19,38,23,37,52,31,94,11,25,27,83,77,18,43,34,9,52,27,4,67,35,42,44,46,8,75,94,35,53,10,42,6,62,17,57,82,45,11:09:26,false,true,17:15:31,4/3/2018,73,AM
Janek,false,Lotstring,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,620,298,6438,26,3e7413ba-9275-4afd-adcb-e8d985abd475,15:30:04,Electronics,7,22,24,5,1340,318,4,84,16,111,17:26:07,73,23,72,94,69,43,82,54,41,11,70,42,56,63,32,94,45,86,66,35,49,33,46,21,65,51,71,61,35,94,87,3,43,9,89,65,23,5,71,59,75,94,51,89,15:35:52,true,true,12:07:58,6/15/2013,655,AM
Lura,true,Redhold,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,33,493,73,47,d1362dc7-b4d1-4f37-8f92-ddd17005c0ae,22:53:58,Computers,93,13,8,22,248,442,w-up,110,974,211,21:27:52,57,15,80,99,66,4,2,94,58,28,99,55,78,73,73,85,14,55,16,62,10,35,15,2,57,26,16,62,26,65,36,47,91,54,83,82,76,82,15,100,92,90,93,85,22:33:37,true,true,23:14:55,3/22/2019,158,AM
Ariana,true,Namfix,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,406,670,9115,23,bdc25fbe-9503-4ce7-94fd-affdd2b225f8,7:16:45,Industrial,53,11,1,14,441,647,6,97,119,216,0:49:43,17,15,92,76,81,28,13,66,11,95,44,96,4,96,32,61,62,54,40,80,95,58,21,40,59,50,34,29,8,54,60,92,29,76,24,55,47,2,86,14,4,30,88,97,13:41:36,false,true,12:25:10,3/30/2019,574,PM
Georgeanne,false,Namfix,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,350,813,6773,22,70d613c2-14c5-41ce-a923-b244a4426dc4,9:56:38,Tools,73,23,7,9,454,512,4,145,41,208,12:56:03,78,92,38,93,63,76,8,9,46,15,80,52,53,6,81,42,18,33,89,99,96,83,39,92,59,68,86,89,80,10,26,17,42,44,25,12,58,84,64,78,86,55,91,91,7:55:48,true,false,21:02:57,5/20/2016,525,PM
Halsey,false,Voyatouch,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,69,222,3462,32,bcdbc2fd-d572-42e5-96b9-614fa4ffdbd8,7:30:05,Shoes,84,7,7,19,1624,347,7,144,481,175,10:28:09,74,5,76,9,1,30,58,18,46,98,5,68,78,5,46,84,28,41,20,55,90,34,98,5,73,49,81,75,94,48,82,23,90,30,6,30,65,98,44,88,71,50,94,39,0:15:46,false,true,2:05:28,3/7/2018,711,AM
Ringo,true,Rank,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,170,176,3367,17,5d2cbe53-e752-402d-ad14-72b5d912898e,23:06:09,Home,17,8,1,24,72,676,w-up,88,533,171,20:43:13,1,33,23,67,37,64,17,3,19,20,42,66,40,7,29,95,20,53,60,30,46,31,6,9,34,51,77,97,61,98,20,35,87,41,24,7,76,10,23,43,40,47,49,98,17:14:00,true,false,22:51:18,12/21/2012,999,AM
Yvor,true,Zathin,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,681,971,4909,30,6681b01b-9bac-4a9c-959e-e208f03cacf3,9:36:27,Beauty,29,2,13,18,635,508,partijspel,86,842,206,1:51:01,8,45,26,23,99,6,69,16,73,50,8,87,94,69,65,85,81,93,2,79,26,10,80,61,54,76,28,3,36,27,37,98,34,27,60,58,83,50,53,87,40,25,34,43,17:50:08,true,false,7:07:16,6/26/2011,183,AM
Engelbert,false,Wrapsafe,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,362,868,6215,41,e3fe2a1f-2967-427e-a112-0be864dec9d2,14:43:48,Computers,53,5,19,11,1656,54,7,143,826,138,2:16:07,71,14,92,62,61,93,87,92,24,67,17,42,98,79,34,2,80,60,12,64,45,48,17,3,58,76,54,53,67,69,83,88,20,37,43,58,85,52,73,14,71,4,1,77,13:31:55,true,false,13:02:18,2/25/2019,178,AM
Chrotoem,false,Cardify,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,560,989,950,15,32125eaa-913a-4e02-8def-7802be9411f4,7:14:35,Toys,32,5,15,14,1283,295,4,90,8,105,8:50:41,78,67,12,62,21,92,99,41,70,96,86,50,1,2,78,74,50,73,29,65,40,77,74,100,17,89,14,82,26,88,81,85,46,54,61,34,39,43,84,29,65,15,74,13,6:43:03,true,false,20:10:12,3/7/2011,7,PM
Samuel,false,Andalax,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,133,162,6404,42,217a35bc-0c4f-4263-b9f3-b86ca0c17d8c,12:32:59,Health,48,21,11,12,786,197,5,130,203,133,9:45:50,84,43,20,64,57,49,55,86,91,77,11,76,90,76,92,7,12,31,66,65,35,71,72,72,43,24,97,66,81,28,45,53,30,100,1,69,16,51,32,34,82,87,74,33,8:27:33,false,true,18:42:05,10/12/2014,917,AM
Teodora,true,Job,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,369,409,4577,34,14004ea1-2449-483e-bfff-60769d81ebf2,4:32:38,Industrial,25,2,16,21,1896,649,partijspel,129,44,139,14:03:40,21,65,64,59,76,11,30,37,80,79,36,78,27,100,90,12,17,98,5,28,97,8,57,3,100,31,47,16,80,31,91,86,18,51,35,28,21,97,24,98,39,90,98,66,18:00:35,false,true,9:34:54,8/10/2018,70,PM
Sherie,false,Matsoft,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,342,581,6385,2,ec359e8e-1b8e-417e-a0da-0417a7cbdda8,3:05:05,Computers,56,23,5,23,354,56,partijspel,141,272,118,2:19:47,11,36,40,33,51,63,50,6,79,41,78,14,8,24,19,60,48,48,34,29,85,95,88,34,6,85,11,9,8,98,77,45,35,65,74,40,9,36,28,32,50,25,12,63,1:44:59,true,true,19:42:39,4/1/2013,293,PM
Casandra,true,Greenlam,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,827,342,6908,43,09a5b34e-23a1-4ac1-b87f-e27943d97ef4,15:36:18,Jewelery,88,1,13,13,1704,510,partijspel,116,743,187,3:01:39,54,69,29,54,25,12,87,12,78,3,68,31,47,97,48,22,88,22,55,79,57,23,38,53,89,94,86,9,47,45,32,66,73,99,16,12,73,11,98,9,73,31,43,66,17:47:33,false,true,9:36:48,10/27/2010,756,AM
Leonhard,false,Flexidy,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,171,561,964,4,307e865f-bb75-41e5-afd1-0c6d26f84084,4:28:09,Jewelery,97,11,20,13,989,568,5,139,112,168,9:38:49,7,80,88,95,21,32,67,49,76,97,24,46,59,5,10,88,38,87,30,85,72,64,66,33,97,43,86,32,13,4,11,61,9,78,13,36,17,81,84,31,89,20,20,49,0:47:52,false,true,4:19:12,12/8/2014,9,AM
Sallyanne,true,Greenlam,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,593,118,9338,31,13819525-5400-45a9-b145-fd4090ebe057,11:53:33,Shoes,93,13,10,4,104,753,7,81,334,212,12:38:04,70,65,82,77,54,93,24,45,76,51,63,74,47,71,39,31,10,62,64,47,67,46,99,70,21,46,58,82,28,58,39,37,48,48,35,73,22,92,2,48,34,6,44,20,12:55:38,false,true,16:05:09,10/3/2011,911,AM
